"","id","personagem","diálogo"
"351","351","HAN","Leve o esquadrão à frente. Nos encontraremos no gerador de escudos às 0300."
"352","352","LUKE","Vamos, Artoo. Vamos precisar de seus scanners."
"353","353","THREEPIO","Não se preocupe, Mestre Luke. Nós sabemos o que fazer."
"354","354","THREEPIO","E você disse que era bonito aqui. Ugh!"
"355","355","LEIA","Pare com isso!"
"356","356","LEIA","Eu não vou te machucar."
"357","357","LEIA","Bem, parece que estou preso aqui. O problema é que não sei onde fica."
"358","358","LEIA","Bem, talvez você possa me ajudar. Vamos, sente-se."
"359","359","LEIA","Eu prometo que não vou te machucar. Agora venha aqui."
"360","360","LEIA","Tudo bem. Quer comer alguma coisa?"
"361","361","LEIA","Isso mesmo. Vamos. Hmmm?"
"362","362","LEIA","Olha, é um chapéu. Não vai te machucar. Olha. Você é uma coisinha nervosa, não é?"
"363","363","LEIA","O que é?"
"364","364","ESCUTEIRO #l","Congela! Vamos, levante-se!"
"365","365","ESCUTEIRO #1","Vá pegar sua carona e leve-a de volta para a base."
"366","366","ESCUTEIRO #2","Sim, senhor."
"367","367","LEIA","Vamos, vamos sair daqui."
"368","368","GUARDA","Pare! O Imperador não deseja ser perturbado no momento."
"369","369","VADER","O Imperador vai me ver agora!"
"370","370","GUARDA","O Imperador vai vê-lo, agora."
"371","371","IMPERADOR","Eu lhe disse para permanecer na nave de comando."
"372","372","VADER","Uma pequena força rebelde penetrou no escudo e pousou em Endor."
"373","373","IMPERADOR","Sim, eu sei."
"374","374","VADER","Meu filho está com eles."
"375","375","IMPERADOR","Tem certeza?"
"376","376","VADER","Eu o senti, meu Mestre."
"377","377","IMPERADOR","Estranho, que eu não tenha. Eu me pergunto se seus sentimentos sobre este assunto são claros, Lord Vader."
"378","378","VADER","Eles são claros, meu Mestre."
"379","379","IMPERADOR","Então você deve ir ao Santuário da Lua e esperar por eles."
"380","380","VADER","Ele virá até mim?"
"381","381","IMPERADOR","Eu previ isso. Sua compaixão por você será sua ruína. Ele virá até você e então você o trará diante de mim."
"382","382","VADER","Como desejar."
"383","383","HAN","Luke! Luke!"
"384","384","THREEPIO","Oh, Mestre Luke."
"385","385","LUKE","Há mais dois speeders destruídos lá atrás. E eu encontrei isso."
"386","386","THREEPIO","Temo que os sensores de Artoo não encontrem vestígios da Princesa Leia."
"387","387","HAN","Espero que ela esteja bem."
"388","388","HAN","O quê, Chewie? O quê? Chewie!"
"389","389","HAN","Ei, não entendi."
"390","390","HAN","Não, é apenas um animal morto, Chewie."
"391","391","LUKE","Chewie, wa - espere! Não!"
"392","392","HAN","Bom trabalho. Ótimo, Chewie! Ótimo! Sempre pensando com o estômago."
"393","393","LUKE","Você vai com calma? Vamos apenas descobrir uma maneira de sair dessa coisa. Han, você pode alcançar meu sabre de luz?"
"394","394","HAN","Sim, claro."
"395","395","THREEPIO","Artoo, não tenho certeza se é uma boa ideia. É um dro -o -op muito longo!!"
"396","396","HAN"," O que... ? Ei! Aponte essa coisa para outro lugar."
"397","397","HAN","Ei!"
"398","398","LUKE","Han, não faça isso. Vai ficar tudo bem."
"399","399","LUKE","Chewie, dê a eles sua besta."
"400","400","THREEPIO","Oh, minha cabeça. Oh, meu Deus!"
"401","401","LUKE","Você entende alguma coisa que eles estão dizendo?"
"402","402","THREEPIO","Ah, sim, Mestre Luke! Lembre-se que sou fluente em mais de seis milhões de formas de comunicação."
"403","403","HAN","O que você está dizendo a eles?"
"404","404","THREEPIO","Olá, eu acho... posso estar enganado. Eles estão usando um dialeto muito primitivo. Mas eu acredito que eles pensam que eu sou algum tipo de deus."
"405","405","HAN","Bem, por que você não usa sua influência divina e nos tira disso?"
"406","406","THREEPIO","Peço desculpas, General Solo, mas isso não seria apropriado."
"407","407","HAN","Apropriado?!"
"408","408","THREEPIO","É contra minha programação personificar uma divindade."
"409","409","HAN","Ora, você--"
"410","410","HAN","Erro meu. Ele é um velho amigo meu."
"411","411","HAN","Eu tenho um mau pressentimento sobre isso."
"412","412","HAN","O que ele disse?"
"413","413","THREEPIO","Estou bastante envergonhado, General Solo, mas parece que você será o prato principal de um banquete em minha homenagem."
"414","414","HAN e LUKE","Leia!"
"415","415","LEIA","Ah!"
"416","416","THREEPIO","Vossa Alteza Real."
"417","417","LEIA","Mas estes são meus amigos. Threepio , diga-lhes que devem ser libertados."
"418","418","HAN","De alguma forma, tive a sensação de que não nos ajudou muito."
"419","419","LUKE"," Threepio , diga a eles que se eles não fizerem o que você deseja, você ficará com raiva e usará sua magia."
"420","420","THREEPIO","Mas Mestre Luke, que magia?
"
"421","421""","LUKE","Apenas diga a eles."
"422","422","THREEPIO","Você vê, Mestre Luke; eles não acreditaram em mim. Apenas..."
"423","THREEPIO"," ","..."
"424","como","eu","disse"
"425","que","eles","não"
"426","fariam.","O","que"
"427","-","o","-"
"428","o","que","está"
"429","acontecendo!","Oh!","Oh,"
"430","querido!","Oh!""",""
"431","424","THREEPIO","Coloque-me no chão! E-e- elp ! Mestre Luke! Artoo! Alguém, alguém, ajude! Mestre Luke, Artoo! Artoo, rápido! Faça alguma coisa, alguém! Oh! Ohhh !"
"432","425","THREEPIO","Oh, oh, oh, oh! Graças a Deus."
"433","426","LUKE","Obrigado, Threepio ."
"434","427","THREEPIO","Eu... eu nunca soube que tinha isso em mim."
"435","428","THREEPIO","Sim, Artoo. Eu estava chegando lá."
"436","429","HAN","O que está acontecendo?"
"437","430","LEIA","Não sei."
"438","431","THREEPIO","Maravilhoso! Agora somos parte da tribo."
"439","432","HAN","Exatamente o que eu sempre quis."
"440","433","HAN","Bem, uma ajuda curta é melhor do que nenhuma ajuda, Chewie. Obrigado. Ok."
"441","434","THREEPIO","Ele diz que os batedores vão nos mostrar o caminho mais rápido para o gerador de escudo."
"442","435","HAN","Bom. Qual é a distância? Pergunte a ele. Precisamos de alguns suprimentos novos também. E tente pegar nossas armas de volta."
"443","436","HAN","E se apresse, sim ? Eu não tenho o dia todo."
"444","437","LUKE","Luke, o que há de errado?"
"445","438","LUKE","Leia... você se lembra da sua mãe? Sua mãe verdadeira?"
"446","439","LEIA","Só um pouquinho. Ela morreu quando eu era muito jovem."
"447","440","LUKE","Do que você se lembra?"
"448","441","LEIA","Apenas... imagens, realmente. Sentimentos."
"449","442","LUKE","Diga-me."
"450","443","LEIA","Ela era muito bonita. Gentil, mas... triste. Por que você está me perguntando tudo isso?"
"451","444","LUKE","Não me lembro da minha mãe. Nunca a conheci."
"452","445","LEIA","Luke, me diga. O que está te incomodando?"
"453","446","LUKE","Vader está aqui... agora, nesta lua."
"454","447","LEIA","Como você sabe?"
"455","448","LUKE","Senti a presença dele. Ele veio para mim. Ele pode sentir quando estou perto. É por isso que eu tenho que ir. Enquanto eu ficar, estou colocando em risco o grupo e nossa missão aqui. Eu tenho que enfrentá-lo."
"456","449","LEIA","Por quê?"
"457","450","LUKE","Ele é meu pai."
"458","451","LEIA","Seu pai?"
"459","452","LUKE","Há mais. Não será fácil para você ouvir, mas você deve. Se eu não voltar, você é a única esperança para a Aliança."
"460","453","LEIA","Luke, não fale assim. Você tem um poder que eu... eu não entendo e nunca poderia ter."
"461","454","LUKE","Você está errada, Leia. Você também tem esse poder. Com o tempo você aprenderá a usá-lo como eu. A Força é forte na minha família. Meu pai tem... eu tenho. isso... e... minha irmã tem isso."
"462","455","LUKE","Sim. É você Leia."
"463","456","LEIA","Eu sei. De alguma forma... eu sempre soube."
"464","457","LUKE","Então você sabe porque eu tenho que enfrentá-lo."
"465","458","LEIA","Não! Luke, fuja para longe. Se ele pode sentir sua presença, então saia deste lugar. Eu gostaria de poder ir com você."
"466","459","LUKE","Não, você não. Você sempre foi forte."
"467","460","LEIA","Mas, por que você deve confrontá-lo?"
"468","461","LUKE","Porque... há algo bom nele. Eu senti isso. Ele não vai me entregar ao Imperador. Eu posso salvá-lo. Eu posso trazê-lo de volta para o lado bom. tem que tentar."
"469","462","HAN","Ei, o que está acontecendo ?"
"470","463","LEIA","Nada. Eu - só quero ficar um pouco sozinha."
"471","464","HAN","Nada? Vamos, me diga. O que está acontecendo ?"
"472","465","LEIA","Eu... eu não posso te dizer."
"473","466","HAN","Você contou para Luke? É para isso que você poderia contar?"
"474","467","LEIA","Eu..."
"475","468","HAN"," Ahhh ..."
"476","469","HAN","Sinto muito."
"477","470","LEIA","Segure-me."
"478","471","COMANDANTE","Este é um rebelde que se rendeu a nós. Embora ele negue, acredito que possa haver mais deles, e peço permissão para realizar uma nova busca na área."
"479","472","COMANDANTE","Ele estava armado apenas com isso."
"480","473","VADER","Bom trabalho, comandante. Deixe-nos. Conduza sua busca e traga seus companheiros para mim."
"481","474","COMANDANTE","Sim, meu Senhor."
"482","475","VADER","O Imperador estava esperando por você."
"483","476","LUKE","Eu sei, pai."
"484","477","VADER","Então, você aceitou a verdade."
"485","478","LUKE","Eu aceitei a verdade que você já foi Anakin Skywalker, meu pai."
"486","479","VADER","Esse nome não tem mais significado para mim."
"487","480","LUKE","É o nome do seu verdadeiro eu. Você apenas esqueceu. Eu sei que há algo de bom em você. O Imperador não o tirou completamente de você. É por isso que você não pode me destruir. . É por isso que você não vai me levar ao seu imperador agora."
"488","481","VADER","Vejo que você construiu um novo sabre de luz."
"489","482","VADER","Suas habilidades estão completas. De fato, você é poderoso, como o Imperador previu."
"490","483","LUKE","Venha comigo."
"491","484","VADER","Obi-Wan já pensou como você."
"492","485","VADER","Você não conhece o poder do lado negro. Devo obedecer meu mestre."
"493","486","LUKE","Eu não vou virar... e você será forçado a me matar."
"494","487","VADER","Se esse for o seu destino."
"495","488","LUKE","Procure seus sentimentos, pai. Você não pode fazer isso. Eu sinto o conflito dentro de você. Deixe de lado o seu ódio."
"496","489","VADER","É tarde demais para mim, filho. O Imperador lhe mostrará a verdadeira natureza da Força. Ele é seu mestre agora."
"497","490","LUKE","Então meu pai está realmente morto."
"498","491","LEIA","A entrada principal do bunker de controle fica do outro lado da plataforma de pouso. Isso não vai ser fácil."
"499","492","HAN","Ei, não se preocupe. Chewie e eu entramos em muitos lugares mais fortemente vigiados do que este."
"500","493","LEIA","O que ele está dizendo?"
"501","494","THREEPIO","Ele diz que há uma entrada secreta do outro lado do cume."
"502","495","LANDO","Almirante, estamos em posição. Todos os caças foram contabilizados."
"503","496","ACKBAR","Prossiga com a contagem regressiva. Todos os grupos assumem as coordenadas de ataque."
"504","497","LANDO","Não se preocupe, meus amigos estão lá embaixo. Eles vão derrubar o escudo a tempo... ou esta será a ofensiva mais curta de todos os tempos."
"505","498","ACKBAR","Todas as naves, preparem-se para saltar para o hiperespaço na minha marca."
"506","499","LANDO","Tudo bem. Aguarde."
"507","500","HAN","Porta dos fundos, hein? Boa ideia."
"508","501","HAN","São apenas alguns guardas. Isso não deve ser muito problema."
"509","502","LEIA","Bem, basta um para soar o alarme."
"510","503","HAN","Então vamos fazer bem quietinho."
"511","504","THREEPIO","Oh! Oh, que coisa. Uh, Princesa Leia!"
"512","505","LEIA","Silencioso."
"513","506","THREEPIO","Receio que nosso companheiro peludo tenha ido e feito algo bastante precipitado."
"514","507","LEIA","Ah, não."
"515","508","HAN","Lá se vai nosso ataque surpresa."
"516","509","SCOUT","Olha! Ali! Pare ele!"
"517","510","HAN","Nada mal para uma pequena bola de pêlos. Só resta uma. Você fica aqui. Nós cuidaremos disso."
"518","511","THREEPIO","Decidi que vamos ficar aqui."
"519","512","IMPERADOR","Bem-vindo, jovem Skywalker. Eu estava esperando você."
"520","513","IMPERADOR","Você não precisa mais disso."
"521","514","IMPERADOR","Guardas, deixem-nos."
"522","515","IMPERADOR","Estou ansioso para completar seu treinamento. Com o tempo você me chamará de Mestre."
"523","516","LUKE","Você está gravemente enganado. Você não vai me converter como fez com meu pai."
"524","517","IMPERADOR","Ah, não, meu jovem Jedi. Você descobrirá que é você quem está enganado... sobre muitas coisas."
"525","518","VADER","Seu sabre de luz."
"526","519","IMPERADOR","Ah, sim, uma arma de Jedi. Muito parecida com a de seu pai. A essa altura você deve saber que seu pai nunca pode ser tirado do lado sombrio. Assim será com você."
"527","520","LUKE","Você está errado. Logo estarei morto... e você comigo."
"528","521","IMPERADOR","Talvez você se refira ao ataque iminente de sua frota Rebelde."
"529","522","IMPERADOR","Sim... asseguro-lhe que estamos a salvo de seus amigos aqui."
"530","523","LUKE","Seu excesso de confiança é sua fraqueza."
"531","524","IMPERADOR","Sua fé em seus amigos é sua."
"532","525","VADER","É inútil resistir, meu filho."
"533","526","IMPERADOR","Tudo o que aconteceu foi feito de acordo com meu projeto. Seus amigos lá em cima na Lua do Santuário..."
"534","527","IMPERADOR","... estão entrando em uma armadilha. Assim como sua frota Rebelde! Fui eu que permiti que a Aliança conhecesse a localização do gerador de escudo. legião de minhas melhores tropas espera por eles."
"535","528","IMPERADOR","Ah... temo que o escudo defletor estará bem operacional quando seus amigos chegarem."
"536","529","HAN","Tudo bem! Para cima! Mexa-se! Vamos! Rápido! Rápido, Chewie."
"537","530","LEIA","Han! Depressa! A frota estará aqui a qualquer momento."
"538","531","HAN","Cobranças! Vamos, vamos!"
"539","532","THREEPIO","Oh, que coisa! Eles serão capturados!"
"540","533","THREEPIO"," Wa -espere! Espere, volte! Artoo, fique comigo."
"541","534","COMANDANTE","Parada! Sua escória rebelde."
"542","535","LANDO","Todas as alas reportam."
"543","536","WEDGE","Líder Vermelho aguardando."
"544","537","LÍDER CINZENTO","Líder Cinzento aguardando."
"545","538","LÍDER VERDE","Líder Verde aguardando."
"546","539","CUNHA","Bloqueie S-foils em posições de ataque."
"547","540","ACKBAR","Que a Força esteja conosco."
"548","541","LANDO","Temos que conseguir algum tipo de leitura nesse escudo, para cima ou para baixo. Bem, como eles podem estar nos atrapalhando se não sabem se estamos chegando."
"549","542","LANDO","Interrompa o ataque! O escudo ainda está levantado."
"550","543","LÍDER VERMELHO","Não consigo ler. Tem certeza?"
"551","544","LANDO","Puxe para cima! Todas as embarcações param!"
"552","545","ACKBAR","Tome uma ação evasiva! Grupo Verde, fique perto do setor MV-7."
"553","546","CONTROLADOR","Almirante, temos naves inimigas no setor 47."
"554","547","ACKBAR","É uma armadilha!"
"555","548","LANDO","Lutadores chegando."
"556","549","PILOTO REBELDE","Há muitos deles!"
"557","550","LANDO","Acelere para atacar a velocidade! Afaste o fogo dos cruzadores."
"558","551","CUNHA","Cópia, Líder Ouro."
"559","552","IMPERADOR","Venha, rapaz. Veja você mesmo."
"560","553","IMPERADOR","A partir daqui você testemunhará a destruição final da Aliança e o fim de sua insignificante Rebelião."
"561","554","IMPERADOR","Você quer isso, não é? O ódio está crescendo em você agora. Pegue sua arma Jedi. Use-a. Estou desarmado. Acerte-me com ela. Ceda à sua raiva. A cada momento que passa, você se torna mais meu servo."
"562","555","LUKE","Não!"
"563","556","IMPERADOR","É inevitável. É o seu destino. Você, como seu pai, agora é meu!"
"564","557","STORMTROOPER","Tudo bem, mexa! Eu disse mexa-se! Vá em frente!"
"565","558","THREEPIO","Olá! Eu digo, ali! Você estava procurando por mim?"
"566","559","COMANDANTE DO BUNKER","Traga esses dois aqui embaixo!"
"567","560","STORMTROOPER","Vamos!"
"568","561","THREEPIO","Bem, eles estão a caminho. Artoo, você tem certeza que foi uma boa ideia?"
"569","562","STORMTROOPER","Congela! Não se mova!"
"570","563","THREEPIO","Nós nos rendemos."
"571","564","THREEPIO"," Ohhh ! Afaste-se, Artoo."
"572","565","LEIA","O código mudou. Precisamos de Artoo!"
"573","566","HAN","Aqui está o terminal."
"574","567","LEIA","Artoo, onde você está? Precisamos de você no bunker imediatamente."
"575","568","THREEPIO","Indo? Como assim, você está indo. Mas-- mas indo para onde, Artoo? Não, o quê! Artoo! Oh, não é hora para heroísmo. Volte!"
"576","569","LANDO","Cuidado, Wedge! Três de cima!"
"577","570","CUNHA","Vermelho Três, Vermelho Dois, puxe!"
"578","571","VERMELHO DOIS","Entendi!"
"579","572","VERMELHO TRÊS","Três deles chegando, vinte graus!"
"580","573","WEDGE","Corte para a esquerda! Vou pegar o líder! Eles estão indo para a fragata médica."
"581","574","NAVEGADOR","A pressão está estável."
"582","575","LANDO","Apenas os caças estão atacando. Eu me pergunto o que esses Destróieres Estelares estão esperando."
"583","576","COMANDANTE","Estamos em posição de ataque agora, senhor."
"584","577","PIETT","Espere aqui."
"585","578","COMANDANTE","Nós não vamos atacar?"
"586","579","PIETT","Eu tenho minhas ordens do próprio Imperador. Ele tem algo especial planejado para eles. Nós só precisamos impedi-los de escapar."
"587","580","IMPERADOR","Como você pode ver, meu jovem aprendiz, seus amigos falharam. Agora testemunhe o poder de fogo desta estação de batalha totalmente armada e operacional. Dispare à vontade, Comandante."
"588","581","JERJERROD","Fogo!"
"589","582","LANDO","Aquela explosão veio da Estrela da Morte! Essa coisa está operacional! Home One, este é o Gold Leader."
"590","583","ACKBAR","Nós vimos. Todas as naves se preparam para recuar."
"591","584","LANDO","Você não terá outra chance nisso, Almirante."
"592","585","ACKBAR","Não temos escolha, General Calrissian. Nossos cruzadores não podem repelir poder de fogo dessa magnitude."
"593","586","LANDO","Han terá esse escudo abaixado. Temos que dar a ele mais tempo."
"594","587","THREEPIO","Estamos chegando!"
"595","588","HAN","Vamos! Vamos!"
"596","589","THREEPIO","Oh, Artoo, rápido!"
"597","590","THREEPIO","Meu Deus! Artoo, por que você teve que ser tão corajoso?"
"598","591","HAN","Bem, suponho que eu poderia ligar essa coisa."
"599","592","LEIA","Eu te dou cobertura."
"600","593","LANDO","Sim! Eu disse mais perto! Aproxime-se o máximo que puder e enfrente aqueles Destróieres Estelares à queima-roupa."
"601","594","ACKBAR","A essa distância, não vamos durar muito contra esses Destróieres Estelares."
"602","595","LANDO","Nós vamos durar mais do que vamos contra a Estrela da Morte... e podemos levar alguns deles conosco."
"603","596","PILOTO REBELDE","Ela vai explodir!"
"604","597","PILOTO Y-WING","Fui atingido!"
"605","598","IMPERADOR","Sua frota perdeu. E seus amigos na lua de Endor não sobreviverão. Não há escapatória, meu jovem aprendiz. A Aliança morrerá... assim como seus amigos."
"606","599","IMPERADOR","Bom. Posso sentir sua raiva. Estou indefeso. Pegue sua arma! Derrube-me com todo o seu ódio, e sua jornada para o lado negro estará completa."
"607","600","WALKER PILOTO #1","Olha!"
"608","601","PILOTO #2","Tire-o daí!"
"609","602","HAN","Acho que entendi. Consegui!"
"610","603","THREEPIO","Oh, Princesa Leia, você está bem?"
"611","604","HAN","Vamos ver."
"612","605","LEIA","Não é ruim."
"613","606","STORMTROOPER","Congela!"
"614","607","THREEPIO","Oh, querida."
"615","608","STORMTROOPER","Não se mova!"
"616","609","HAN","Eu te amo."
"617","610","LEIA","Eu sei."
"618","611","STORMTROOPER","Mãos para cima! Levante-se!"
"619","612","HAN","Fique para trás."
"620","613","HAN","Chewie! Desça aqui! Ela está ferida! Não, espere... eu tenho uma idéia."
"621","614","IMPERADOR","Bom. Use seus sentimentos agressivos, garoto! Deixe o ódio fluir através de você."
"622","615","VADER","Obi-Wan te ensinou bem."
"623","616","LUKE","Eu não vou lutar com você, pai."
"624","617","VADER","Você é imprudente em baixar suas defesas."
"625","618","LUKE","Seus pensamentos o traem, pai. Eu sinto o bem em você... o conflito."
"626","619","VADER","Não há conflito."
"627","620","LUKE","Você não conseguiu me matar antes, e não acredito que vá me destruir agora."
"628","621","VADER","Você subestima o poder do lado negro. Se você não lutar, então você encontrará seu destino."
"629","622","IMPERADOR","Bom. Bom."
"630","623","LANDO","Cuidado. Esquadrão em 0,06."
"631","624","PILOTO REBELDE","Estou nisso, Líder Dourado."
"632","625","CUNHA","Bom tiro, Vermelho Dois."
"633","626","LANDO","Agora... vamos, Han, velho amigo. Não me decepcione."
"634","627","HAN/PILOT","Acabou, comandante. Os rebeldes foram derrotados. Eles estão fugindo para a floresta. Precisamos de reforços para continuar a perseguição."
"635","628","COMANDANTE DA SALA DE CONTROLE","Envie três esquadrões para ajudar. Abra a porta dos fundos."
"636","629","SEGUNDA COMANDANTE","Sim, senhor."
"637","630","HAN","Me jogue outra carga."
"638","631","VADER","Você não pode se esconder para sempre, Luke."
"639","632","LUKE","Eu não vou lutar com você."
"640","633","VADER","Entregue-se ao lado sombrio. É a única maneira de salvar seus amigos. Sim, seus pensamentos o traem. Seus sentimentos por eles são fortes. Especialmente por..."
"641","634","VADER","Irmã! Então... você tem uma irmã gêmea. Seus sentimentos agora a traíram também. Obi-Wan foi sábio em escondê-la de mim. Agora o fracasso dele está completo. Se você não se transformar para o lado negro, então talvez ela vá."
"642","635","LUKE","Nunca-rr!"
"643","636","IMPERADOR","Bom! Seu ódio o tornou poderoso. Agora, cumpra seu destino e tome o lugar de seu pai ao meu lado!"
"644","637","LUKE","Nunca! Eu nunca vou voltar para o lado negro. Você falhou, Sua Alteza. Eu sou um Jedi, como meu pai antes de mim."
"645","638","IMPERADOR","Assim seja... Jedi."
"646","639","HAN","Mova-se! Mova-se!"
"647","640","ACKBAR","O escudo caiu! Comece o ataque ao reator principal da Estrela da Morte."
"648","641","LANDO","Estamos a caminho. Grupo Vermelho, Grupo Ouro, todos os lutadores me seguem. Disse que eles fariam isso!"
"649","642","IMPERADOR","Se você não for transformado, será destruído."
"650","643","IMPERADOR","Jovem tolo... só agora, no final, você entende."
"651","644","IMPERADOR","Suas habilidades fracas não são páreo para o poder do lado negro. Você pagou o preço por sua falta de visão."
"652","645","LUKE","Pai, por favor. Ajude-me."
"653","646","IMPERADOR","Agora, jovem Skywalker... você vai morrer."
"654","647","CUNHA","Vou entrar."
"655","648","LANDO","Aqui vai nada."
"656","649","LANDO","Agora trave na fonte de energia mais forte. Deve ser o gerador de energia."
"657","650","WEDGE","Forme-se. E fique alerta. Podemos ficar sem espaço muito rápido."
"658","651","LANDO","Divida-se e volte para a superfície. Veja se consegue que alguns desses caças TIE o sigam."
"659","652","PILOTO","Cópia, Líder Ouro."
"660","653","LANDO","Isso foi muito perto."
"661","654","ACKBAR","Temos que dar mais tempo a esses caças. Concentre todo o fogo naquele Super Star Destroyer."
"662","655","CONTROLADOR","Senhor, perdemos nosso escudo defletor da ponte."
"663","656","PIETT","Intensifique as baterias dianteiras. Não quero que nada passe."
"664","657","PIETT","Intensificar o poder de fogo para a frente!"
"665","658","COMANDANTE","É tarde demais!"
"666","659","VADER","Luke, me ajude a tirar essa máscara."
"667","660","LURE","Mas você vai morrer."
"668","661","VADER","Nada pode parar isso agora. Só por uma vez... deixe-me olhar para você com meus próprios olhos."
"669","662","ANAKIN","Agora... vá, meu filho. Deixe-me."
"670","663","LUKE","Não. Você vem comigo. Não posso te deixar aqui. Tenho que te salvar."
"671","664","ANAKIN","Você já tem, Luke. Você estava certo sobre mim. Diga a sua irmã... você estava certo."
"672","665","LUKE","Pai... eu não vou deixar você."
"673","666","CUNHA","Aí está!"
"674","667","LANDO","Tudo bem, Wedge. Vá para o regulador de energia na torre norte."
"675","668","WEDGE","Cópia, Líder Dourado. Já estou saindo."
"676","669","ACKBAR","Mova a frota para longe da Estrela da Morte."
"677","670","LANDO","Cunha, acho que não vamos conseguir."
"678","671","WEDGE","Você vai conseguir. Apenas me siga Líder de Ouro."
"679","672","LANDO","Prometi devolver o navio sem um arranhão... espero que aquele velho pirata me perdoe."
"680","673","HAN"," Lando ..."
"681","674","THREEPIO","Eles conseguiram!"
